param,importance,dataset,imputation,time_taken
affinity,0.004406395484683807,dense-disk-3000.csv,False,3.919941561995074
assign_labels,0.0005849411670002682,dense-disk-3000.csv,False,3.919941561995074
n_clusters,0.6638250028667938,dense-disk-3000.csv,False,3.919941561995074
n_init,0.0344014541277593,dense-disk-3000.csv,False,3.919941561995074
n_neighbors,0.09522262020348252,dense-disk-3000.csv,False,3.919941561995074
"('n_clusters', 'n_neighbors')",0.06834203832540398,dense-disk-3000.csv,False,3.919941561995074
"('n_clusters', 'n_init')",0.050360569147807246,dense-disk-3000.csv,False,3.919941561995074
"('affinity', 'n_clusters')",0.027259599929069542,dense-disk-3000.csv,False,3.919941561995074
"('n_init', 'n_neighbors')",0.01670609583834229,dense-disk-3000.csv,False,3.919941561995074
"('assign_labels', 'n_clusters')",0.009816744813209155,dense-disk-3000.csv,False,3.919941561995074
"('assign_labels', 'n_neighbors')",0.0016160314664517414,dense-disk-3000.csv,False,3.919941561995074
"('affinity', 'n_init')",0.0006371929133189193,dense-disk-3000.csv,False,3.919941561995074
"('affinity', 'n_neighbors')",0.0004347548224095185,dense-disk-3000.csv,False,3.919941561995074
"('assign_labels', 'n_init')",0.00036908919185754,dense-disk-3000.csv,False,3.919941561995074
"('affinity', 'assign_labels')",0.00036795721133025606,dense-disk-3000.csv,False,3.919941561995074
"('n_clusters', 'n_init', 'affinity')",0.003213937682211412,dense-disk-3000.csv,False,3.919941561995074
"('n_clusters', 'assign_labels', 'n_neighbors')",0.0010062744357162098,dense-disk-3000.csv,False,3.919941561995074
affinity,0.034061595196141894,vowel_RL.csv,False,3.726651811040938
assign_labels,0.029094537377247275,vowel_RL.csv,False,3.726651811040938
n_clusters,0.27331330456719427,vowel_RL.csv,False,3.726651811040938
n_init,0.032965468033906875,vowel_RL.csv,False,3.726651811040938
n_neighbors,0.14857646982742262,vowel_RL.csv,False,3.726651811040938
"('n_clusters', 'n_neighbors')",0.084681727681622,vowel_RL.csv,False,3.726651811040938
"('affinity', 'n_neighbors')",0.07194670390978293,vowel_RL.csv,False,3.726651811040938
"('assign_labels', 'n_clusters')",0.056307749661179574,vowel_RL.csv,False,3.726651811040938
"('affinity', 'n_clusters')",0.040937723948757165,vowel_RL.csv,False,3.726651811040938
"('n_clusters', 'n_init')",0.03773481124722494,vowel_RL.csv,False,3.726651811040938
"('n_init', 'n_neighbors')",0.0313278567302919,vowel_RL.csv,False,3.726651811040938
"('assign_labels', 'n_init')",0.0170036357156519,vowel_RL.csv,False,3.726651811040938
"('assign_labels', 'n_neighbors')",0.015447911702229587,vowel_RL.csv,False,3.726651811040938
"('affinity', 'n_init')",0.014283768220743382,vowel_RL.csv,False,3.726651811040938
"('affinity', 'assign_labels')",0.004885060181454566,vowel_RL.csv,False,3.726651811040938
"('n_clusters', 'n_init', 'affinity')",0.010046476192462092,vowel_RL.csv,False,3.726651811040938
"('n_clusters', 'assign_labels', 'n_neighbors')",0.013308098419300344,vowel_RL.csv,False,3.726651811040938
affinity,,sonar_RL.csv,False,0.33660430600866675
assign_labels,,sonar_RL.csv,False,0.33660430600866675
n_clusters,,sonar_RL.csv,False,0.33660430600866675
n_init,,sonar_RL.csv,False,0.33660430600866675
n_neighbors,,sonar_RL.csv,False,0.33660430600866675
"('affinity', 'assign_labels')",,sonar_RL.csv,False,0.33660430600866675
"('affinity', 'n_clusters')",,sonar_RL.csv,False,0.33660430600866675
"('affinity', 'n_init')",,sonar_RL.csv,False,0.33660430600866675
"('affinity', 'n_neighbors')",,sonar_RL.csv,False,0.33660430600866675
"('assign_labels', 'n_clusters')",,sonar_RL.csv,False,0.33660430600866675
"('assign_labels', 'n_init')",,sonar_RL.csv,False,0.33660430600866675
"('assign_labels', 'n_neighbors')",,sonar_RL.csv,False,0.33660430600866675
"('n_clusters', 'n_init')",,sonar_RL.csv,False,0.33660430600866675
"('n_clusters', 'n_neighbors')",,sonar_RL.csv,False,0.33660430600866675
"('n_init', 'n_neighbors')",,sonar_RL.csv,False,0.33660430600866675
"('n_clusters', 'n_init', 'affinity')",,sonar_RL.csv,False,0.33660430600866675
"('n_clusters', 'assign_labels', 'n_neighbors')",,sonar_RL.csv,False,0.33660430600866675
affinity,0.0033682456345747276,cluto-t4-8k.csv,False,3.98482954793144
assign_labels,0.003937677351024363,cluto-t4-8k.csv,False,3.98482954793144
n_clusters,0.6996651284180657,cluto-t4-8k.csv,False,3.98482954793144
n_init,0.019412454342860937,cluto-t4-8k.csv,False,3.98482954793144
n_neighbors,0.10626933913697892,cluto-t4-8k.csv,False,3.98482954793144
